Year Week,destination_state,Index YOY Change-Booking-Hotel
"Apr 27, 2020 to May 3, 2020 (Week 18)",Missouri,-0.98059259
"May 4, 2020 to May 10, 2020 (Week 19)",Nebraska,-1.005220827
"May 4, 2020 to May 10, 2020 (Week 19)",New Hampshire,-1.090031525
"May 4, 2020 to May 10, 2020 (Week 19)",New Jersey,-0.837485014
"May 4, 2020 to May 10, 2020 (Week 19)",Missouri,-0.906747175
"May 4, 2020 to May 10, 2020 (Week 19)",Michigan,-0.804953373
"May 4, 2020 to May 10, 2020 (Week 19)",Minnesota,-0.86640622
"May 4, 2020 to May 10, 2020 (Week 19)",Nevada,-0.519077577
"May 4, 2020 to May 10, 2020 (Week 19)",Massachusetts,-0.881464257
"May 4, 2020 to May 10, 2020 (Week 19)",Mississippi,-0.829659746
"May 4, 2020 to May 10, 2020 (Week 19)",Montana,-0.784128551
"May 11, 2020 to May 17, 2020 (Week 20)",Mississippi,-0.761277216
"May 11, 2020 to May 17, 2020 (Week 20)",Montana,-0.738890613
"May 11, 2020 to May 17, 2020 (Week 20)",Minnesota,-0.835575279
"May 11, 2020 to May 17, 2020 (Week 20)",Nevada,-0.482089641
"May 11, 2020 to May 17, 2020 (Week 20)",Michigan,-0.79045219
"May 11, 2020 to May 17, 2020 (Week 20)",Nebraska,-0.971329983
"May 11, 2020 to May 17, 2020 (Week 20)",New Jersey,-0.840657175
"May 11, 2020 to May 17, 2020 (Week 20)",Missouri,-0.867829114
"May 11, 2020 to May 17, 2020 (Week 20)",New Hampshire,-1.102624102
"May 11, 2020 to May 17, 2020 (Week 20)",Massachusetts,-0.87432769
"May 18, 2020 to May 24, 2020 (Week 21)",Mississippi,-0.665069112
"May 18, 2020 to May 24, 2020 (Week 21)",Michigan,-0.673220207
"May 18, 2020 to May 24, 2020 (Week 21)",Minnesota,-0.781321808
"May 18, 2020 to May 24, 2020 (Week 21)",New Jersey,-0.795289861
"May 18, 2020 to May 24, 2020 (Week 21)",Nevada,-0.403342441
"May 18, 2020 to May 24, 2020 (Week 21)",Montana,-0.622685838
"May 18, 2020 to May 24, 2020 (Week 21)",Massachusetts,-0.851368325
"May 18, 2020 to May 24, 2020 (Week 21)",Missouri,-0.792825751
"May 18, 2020 to May 24, 2020 (Week 21)",Nebraska,-0.918815897
"May 18, 2020 to May 24, 2020 (Week 21)",New Hampshire,-1.034527616
"May 25, 2020 to May 31, 2020 (Week 22)",Minnesota,-0.712453545
"May 25, 2020 to May 31, 2020 (Week 22)",New Hampshire,-1.0057045
"May 25, 2020 to May 31, 2020 (Week 22)",Nebraska,-0.848813047
"May 25, 2020 to May 31, 2020 (Week 22)",Massachusetts,-0.842945438
"May 25, 2020 to May 31, 2020 (Week 22)",Missouri,-0.71620113
"May 25, 2020 to May 31, 2020 (Week 22)",Michigan,-0.656269698
"May 25, 2020 to May 31, 2020 (Week 22)",Mississippi,-0.568056545
"May 25, 2020 to May 31, 2020 (Week 22)",New Jersey,-0.791927148
"May 25, 2020 to May 31, 2020 (Week 22)",Nevada,-0.428152287
"May 25, 2020 to May 31, 2020 (Week 22)",Montana,-0.555885828
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New Hampshire,-0.853690361
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Nevada,-0.427986129
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Nebraska,-0.738778642
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Mississippi,-0.543590055
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Michigan,-0.577844084
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Minnesota,-0.693807007
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New Jersey,-0.69458854
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Missouri,-0.657102489
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Montana,-0.428215582
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Massachusetts,-0.777692353
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Montana,-0.261530335
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Mississippi,-0.367714401
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New Jersey,-0.617640695
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Massachusetts,-0.684350726
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Missouri,-0.530989512
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Minnesota,-0.569005702
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Michigan,-0.408891098
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Nebraska,-0.639020167
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Nevada,-0.347161984
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New Hampshire,-0.681916672
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Nevada,-0.431744879
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Montana,-0.514810657
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Nebraska,-0.68776636
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Mississippi,-0.519987464
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New Hampshire,-0.732089978
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Massachusetts,-0.694829403
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Minnesota,-0.654697964
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Michigan,-0.56024092
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New Jersey,-0.689733845
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Missouri,-0.606837119
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Montana,-0.529239036
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Nevada,-0.40405982
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Nebraska,-0.640260353
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Massachusetts,-0.653060727
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Missouri,-0.588544592
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Minnesota,-0.62637063
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Mississippi,-0.480420689
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Michigan,-0.505411851
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New Hampshire,-0.675365439
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New Jersey,-0.625244228
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Montana,-0.448799293
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Nevada,-0.344898891
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Nebraska,-0.641431565
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",New Jersey,-0.602876857
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Michigan,-0.490197072
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Minnesota,-0.565300823
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Mississippi,-0.572569414
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",New Hampshire,-0.708509054
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Missouri,-0.615202563
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Massachusetts,-0.623448593
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Pennsylvania,-0.010233658
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Ohio,-0.009531272
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",North Carolina,-0.014453234
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Oregon,-0.010115071
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",North Dakota,-0.002875926
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Oklahoma,-0.016761228
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",New Mexico,-0.007279147
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",New York,-0.000824702
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",South Carolina,-0.002207078
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Rhode Island,0.012876026
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Oklahoma,0.010982172
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",New Mexico,0.072940259
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",North Dakota,0.072785384
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Pennsylvania,0.074502499
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Oregon,0.043643643
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",North Carolina,0.057064229
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",South Carolina,0.108842139
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Ohio,0.077411781
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Rhode Island,0.032104414
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",New York,0.055613378
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Oklahoma,0.017345382
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",North Dakota,0.047623241
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",New Mexico,0.070856129
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",New York,0.057497658
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Ohio,0.044126658
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Oregon,0.044948257
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Pennsylvania,0.034453597
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Rhode Island,-0.086759318
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",North Carolina,0.04844211
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",South Carolina,0.062672662
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Oklahoma,-0.009207738
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Ohio,-0.027157828
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",New York,0.041589153
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",South Carolina,0.025663173
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Oregon,-0.010464004
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",North Carolina,0.016446594
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",New Mexico,-0.003396052
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",North Dakota,0.102585894
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Pennsylvania,-0.010979064
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Rhode Island,-0.056084285
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Rhode Island,-0.032248033
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Ohio,0.07886134
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",North Dakota,0.206562565
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",New York,0.105378654
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Oklahoma,0.019126825
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",North Carolina,0.062822415
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",South Carolina,0.05474284
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Oregon,0.0662587
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",New Mexico,0.101129317
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Pennsylvania,0.038803513
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",South Carolina,0.115347458
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Oregon,0.109006647
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Rhode Island,0.100647673
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Oklahoma,0.023738118
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",New York,0.129965813
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",North Dakota,0.132265427
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",North Carolina,0.09626461
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",New Mexico,0.136022105
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Pennsylvania,0.076445484
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Ohio,0.089865888
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Rhode Island,0.035339403
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Oklahoma,0.021229452
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",New York,0.109772337
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",North Carolina,0.087447155
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Oregon,0.097481009
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Pennsylvania,0.035741459
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",South Carolina,0.105242522
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Ohio,0.053825216
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",North Dakota,0.121544399
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",New Mexico,0.057000329
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Rhode Island,-0.078309637
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Oklahoma,-0.050943958
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",New Mexico,0.045449773
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Pennsylvania,-0.028982135
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",New York,0.031632068
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Ohio,-0.012192978
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",North Carolina,0.060036522
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",North Dakota,0.026680587
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",South Carolina,0.037195298
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Oregon,0.028489321
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",North Carolina,-0.059900224
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Rhode Island,-0.241018013
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",South Carolina,0.008985094
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",North Dakota,-0.084873771
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",New York,-0.067159297
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",New Mexico,-0.057446021
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Ohio,-0.069078272
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Pennsylvania,-0.103784581
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Oklahoma,-0.144149081
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Oregon,-0.089212063
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",South Carolina,-0.236518616
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Pennsylvania,-0.4787099
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",New Mexico,-0.333587308
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",New York,-0.391240406
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Oklahoma,-0.461351028
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",North Dakota,-0.390709847
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Oregon,-0.388517123
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Rhode Island,-0.435228037
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",North Carolina,-0.387790187
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Ohio,-0.437346328
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",North Dakota,-1.038661276
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",New Mexico,-0.633523894
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Rhode Island,-0.952988701
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Oklahoma,-0.891317185
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Oregon,-0.883027245
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",South Carolina,-0.711237786
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",New York,-0.862514121
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Pennsylvania,-0.949767669
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",North Carolina,-0.836293265
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Ohio,-0.900302589
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Rhode Island,-0.969463062
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",New Mexico,-0.83960266
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",South Carolina,-0.826578225
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Ohio,-0.991791083
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Oklahoma,-0.987078868
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Oregon,-0.994687194
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",New York,-0.955494673
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Pennsylvania,-1.033544426
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",North Dakota,-1.154528319
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",North Carolina,-0.941596496
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Rhode Island,-0.956888531
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",New Mexico,-0.893969208
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Oklahoma,-1.003678627
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",New York,-0.971791651
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",North Carolina,-0.952603717
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Ohio,-0.997408656
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Pennsylvania,-1.039497671
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Oregon,-1.004580684
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",South Carolina,-0.862830721
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",North Dakota,-1.160770894
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Ohio,-0.998132393
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Rhode Island,-0.956954161
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",New Mexico,-0.921806069
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Oregon,-1.00681087
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",New York,-0.97052091
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Oklahoma,-1.023193923
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Pennsylvania,-1.046861501
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",South Carolina,-0.872654871
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",North Dakota,-1.162894832
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",North Carolina,-0.969019846
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",South Carolina,-0.835057326
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Rhode Island,-0.986611376
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Ohio,-0.972819894
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",New Mexico,-0.885425625
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",New York,-0.942603295
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Pennsylvania,-1.018567599
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",North Carolina,-0.92318344
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",North Dakota,-1.123198581
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Oregon,-0.966232064
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Oklahoma,-0.983164195
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Rhode Island,-1.017261477
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",New Mexico,-0.839105034
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",North Dakota,-1.114584374
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",North Carolina,-0.922395564
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",New York,-0.932878319
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Pennsylvania,-1.013171739
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",South Carolina,-0.809866068
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Ohio,-0.958933517
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Oklahoma,-0.969092656
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Oregon,-0.955537078
"Apr 27, 2020 to May 3, 2020 (Week 18)",North Dakota,-1.063703246
"Apr 27, 2020 to May 3, 2020 (Week 18)",Oklahoma,-0.911870345
"Apr 27, 2020 to May 3, 2020 (Week 18)",South Carolina,-0.719916575
"Apr 27, 2020 to May 3, 2020 (Week 18)",Pennsylvania,-0.98856882
"Apr 27, 2020 to May 3, 2020 (Week 18)",New Mexico,-0.804444112
"Apr 27, 2020 to May 3, 2020 (Week 18)",Oregon,-0.93127312
"Apr 27, 2020 to May 3, 2020 (Week 18)",Rhode Island,-0.991138461
"Apr 27, 2020 to May 3, 2020 (Week 18)",Ohio,-0.91376307
"Apr 27, 2020 to May 3, 2020 (Week 18)",New York,-0.911787363
"Apr 27, 2020 to May 3, 2020 (Week 18)",North Carolina,-0.871843196
"May 4, 2020 to May 10, 2020 (Week 19)",North Carolina,-0.805865207
"May 4, 2020 to May 10, 2020 (Week 19)",North Dakota,-1.003732937
"May 4, 2020 to May 10, 2020 (Week 19)",New York,-0.879141215
"May 4, 2020 to May 10, 2020 (Week 19)",South Carolina,-0.621676165
"May 4, 2020 to May 10, 2020 (Week 19)",Oklahoma,-0.862748872
"May 4, 2020 to May 10, 2020 (Week 19)",Pennsylvania,-0.925897217
"May 4, 2020 to May 10, 2020 (Week 19)",New Mexico,-0.751744336
"May 4, 2020 to May 10, 2020 (Week 19)",Oregon,-0.905888547
"May 4, 2020 to May 10, 2020 (Week 19)",Rhode Island,-0.959746695
"May 4, 2020 to May 10, 2020 (Week 19)",Ohio,-0.845493822
"May 11, 2020 to May 17, 2020 (Week 20)",Rhode Island,-0.940256207
"May 11, 2020 to May 17, 2020 (Week 20)",Oregon,-0.874092819
"May 11, 2020 to May 17, 2020 (Week 20)",Oklahoma,-0.818653084
"May 11, 2020 to May 17, 2020 (Week 20)",New Mexico,-0.715797515
"May 11, 2020 to May 17, 2020 (Week 20)",North Carolina,-0.771435146
"May 11, 2020 to May 17, 2020 (Week 20)",Ohio,-0.806759826
"May 11, 2020 to May 17, 2020 (Week 20)",South Carolina,-0.557182418
"May 11, 2020 to May 17, 2020 (Week 20)",New York,-0.862264314
"May 11, 2020 to May 17, 2020 (Week 20)",Pennsylvania,-0.93893672
"May 11, 2020 to May 17, 2020 (Week 20)",North Dakota,-0.94573108
"May 18, 2020 to May 24, 2020 (Week 21)",Rhode Island,-0.865607206
"May 18, 2020 to May 24, 2020 (Week 21)",North Carolina,-0.690863782
"May 18, 2020 to May 24, 2020 (Week 21)",New York,-0.817526381
"May 18, 2020 to May 24, 2020 (Week 21)",Ohio,-0.740051868
"May 18, 2020 to May 24, 2020 (Week 21)",South Carolina,-0.432572396
"May 18, 2020 to May 24, 2020 (Week 21)",North Dakota,-0.874867996
"May 18, 2020 to May 24, 2020 (Week 21)",New Mexico,-0.664672294
"May 18, 2020 to May 24, 2020 (Week 21)",Oregon,-0.803367171
"May 18, 2020 to May 24, 2020 (Week 21)",Pennsylvania,-0.877980265
"May 18, 2020 to May 24, 2020 (Week 21)",Oklahoma,-0.721727572
"May 25, 2020 to May 31, 2020 (Week 22)",Rhode Island,-0.86013975
"May 25, 2020 to May 31, 2020 (Week 22)",Oregon,-0.770945633
"May 25, 2020 to May 31, 2020 (Week 22)",Oklahoma,-0.65904095
"May 25, 2020 to May 31, 2020 (Week 22)",New York,-0.782811633
"May 25, 2020 to May 31, 2020 (Week 22)",North Dakota,-0.800221455
"May 25, 2020 to May 31, 2020 (Week 22)",Pennsylvania,-0.839840677
"May 25, 2020 to May 31, 2020 (Week 22)",Ohio,-0.675491243
"May 25, 2020 to May 31, 2020 (Week 22)",New Mexico,-0.641666697
"May 25, 2020 to May 31, 2020 (Week 22)",South Carolina,-0.418068627
"May 25, 2020 to May 31, 2020 (Week 22)",North Carolina,-0.643370457
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Oregon,-0.751738269
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",North Dakota,-0.741660677
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",South Carolina,-0.353122102
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Rhode Island,-0.79029525
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New York,-0.746443183
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",New Mexico,-0.620534324
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Pennsylvania,-0.781265169
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Oklahoma,-0.588868207
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Ohio,-0.630641145
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",North Carolina,-0.585457055
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",North Carolina,-0.453876748
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",North Dakota,-0.619798643
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Oklahoma,-0.465050947
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Rhode Island,-0.651731575
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New York,-0.63390972
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Pennsylvania,-0.668354878
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",South Carolina,-0.248167837
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",New Mexico,-0.50644053
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Oregon,-0.625317683
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Ohio,-0.486036659
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Rhode Island,-0.746229026
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Pennsylvania,-0.725108329
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",North Dakota,-0.749468683
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Ohio,-0.560750521
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New Mexico,-0.602063468
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",New York,-0.707516252
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Oregon,-0.691549545
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",North Carolina,-0.596161675
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Oklahoma,-0.624206741
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",South Carolina,-0.479786619
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Rhode Island,-0.683920268
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New Mexico,-0.575103809
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",South Carolina,-0.439592655
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",North Dakota,-0.706660759
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Pennsylvania,-0.680357836
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Ohio,-0.530826708
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Oregon,-0.642320521
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",New York,-0.658043952
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",North Carolina,-0.581230979
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Oklahoma,-0.639330726
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Rhode Island,-0.594569851
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",North Dakota,-0.647080961
