Year Week,destination_state,Index YOY Change-Search-Hotel
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Ohio,-0.51257439
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",South Carolina,-0.733088503
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",New Mexico,-0.588978283
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Oregon,-0.628201935
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Pennsylvania,-0.689819731
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Oklahoma,-0.657515401
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Rhode Island,-0.423171801
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",North Carolina,-0.663784633
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",New York,-0.520212802
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Vermont,-0.01503176
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Utah,-0.0101915
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Virginia,-0.007346051
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Wisconsin,-0.013741098
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Texas,-0.008910983
"Jan 6, 2020 to Jan 12, 2020 (Week 2)","Washington, D.C.",0.00817016
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Tennessee,-0.007270082
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",South Dakota,-0.016588258
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",West Virginia,-0.008920822
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Washington,-0.018138992
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Vermont,0.098748528
"Jan 13, 2020 to Jan 19, 2020 (Week 3)","Washington, D.C.",-0.031735617
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",West Virginia,0.161719678
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Texas,0.035652674
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Washington,0.044022997
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Utah,0.128332534
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Wisconsin,0.074103945
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",South Dakota,0.041204076
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Virginia,0.106726997
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Tennessee,0.02948473
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Utah,0.151574088
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Tennessee,0.040712942
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Washington,0.05792569
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",West Virginia,0.21326878
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",South Dakota,0.023111362
"Jan 20, 2020 to Jan 26, 2020 (Week 4)","Washington, D.C.",0.110398756
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Virginia,0.157037806
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Texas,0.022904018
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Wisconsin,0.10799421
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Vermont,0.162087945
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",West Virginia,0.091253518
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Vermont,0.034053128
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Wisconsin,0.094545898
"Jan 27, 2020 to Feb 2, 2020 (Week 5)","Washington, D.C.",-0.052512915
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",South Dakota,0.039482806
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Texas,-0.000951619
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Utah,0.032869979
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Washington,0.015178629
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Tennessee,0.053650188
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Virginia,0.124047169
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Virginia,0.118010264
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Tennessee,0.024125592
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Wisconsin,0.069530437
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",West Virginia,0.098478069
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",South Dakota,0.065338686
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Vermont,0.055495694
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Texas,0.039788826
"Feb 3, 2020 to Feb 9, 2020 (Week 6)","Washington, D.C.",-0.19634255
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Utah,0.069172747
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Washington,0.062382553
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Utah,-0.013921904
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Tennessee,-0.00280549
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Wisconsin,0.05040825
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Vermont,-0.072410745
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Texas,0.036500571
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",West Virginia,-0.025453623
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",South Dakota,0.054834932
"Feb 10, 2020 to Feb 16, 2020 (Week 7)","Washington, D.C.",-0.401132411
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Washington,0.057042228
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Virginia,0.074760339
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Texas,-0.045684293
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Vermont,-0.072720341
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Wisconsin,0.003055507
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Virginia,0.042864185
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Washington,-0.051967935
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Utah,-0.044282885
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",South Dakota,-0.119385396
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",West Virginia,-0.021611002
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Tennessee,-0.0613095
"Feb 17, 2020 to Feb 23, 2020 (Week 8)","Washington, D.C.",-0.41186232
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Wisconsin,0.000971399
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Tennessee,-0.034958375
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Utah,-0.059037702
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Virginia,0.028045092
"Feb 24, 2020 to Mar 1, 2020 (Week 9)","Washington, D.C.",-0.373240037
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Washington,-0.126954337
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Vermont,-0.098254224
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",South Dakota,-0.124524513
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Texas,-0.067038103
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",West Virginia,-0.053509635
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",West Virginia,-0.195293372
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",South Dakota,-0.228920553
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Washington,-0.343554978
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Texas,-0.135496169
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Tennessee,-0.155119224
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Utah,-0.219909942
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Vermont,-0.201891089
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Virginia,-0.092071014
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Wisconsin,-0.122975683
"Mar 2, 2020 to Mar 8, 2020 (Week 10)","Washington, D.C.",-0.443197328
"Mar 9, 2020 to Mar 15, 2020 (Week 11)","Washington, D.C.",-0.565859786
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Wisconsin,-0.443429926
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Virginia,-0.420870735
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",South Dakota,-0.408972401
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Vermont,-0.548961616
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Washington,-0.589910429
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",West Virginia,-0.576225453
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Utah,-0.577196904
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Texas,-0.340493565
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Tennessee,-0.460977487
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",South Dakota,-0.817145335
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Texas,-0.832262538
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Tennessee,-0.981385736
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Vermont,-1.047992934
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Washington,-0.964971283
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Utah,-1.072606004
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Virginia,-0.846887474
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",West Virginia,-1.026535239
"Mar 16, 2020 to Mar 22, 2020 (Week 12)","Washington, D.C.",-1.024933887
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Wisconsin,-0.923646148
"Mar 23, 2020 to Mar 29, 2020 (Week 13)","Washington, D.C.",-1.085987956
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Virginia,-0.910229453
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",South Dakota,-0.881744912
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Utah,-1.140996341
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Vermont,-1.11444598
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Tennessee,-1.055538573
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Wisconsin,-0.98862671
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Texas,-0.907082588
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",West Virginia,-1.084396014
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Washington,-1.020791046
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Tennessee,-1.031613342
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Texas,-0.900250785
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Washington,-0.998769569
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Utah,-1.152326345
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",West Virginia,-1.093246881
"Mar 30, 2020 to Apr 5, 2020 (Week 14)","Washington, D.C.",-1.12330317
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",South Dakota,-0.859761842
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Vermont,-1.121822792
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Virginia,-0.905189716
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Wisconsin,-0.981634775
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Virginia,-0.89524264
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Texas,-0.901509292
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",South Dakota,-0.841527752
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Washington,-1.010779828
"Apr 6, 2020 to Apr 12, 2020 (Week 15)","Washington, D.C.",-1.119392813
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Tennessee,-1.021618127
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Wisconsin,-0.971288305
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Vermont,-1.112334889
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",West Virginia,-1.078881235
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Utah,-1.13354416
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Utah,-1.099780696
"Apr 13, 2020 to Apr 19, 2020 (Week 16)","Washington, D.C.",-1.045525539
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",South Dakota,-0.822681184
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Virginia,-0.869306105
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Vermont,-1.089261687
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",West Virginia,-1.026990277
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Tennessee,-0.955907265
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Texas,-0.876049666
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Washington,-0.98265967
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Wisconsin,-0.934667732
"Apr 20, 2020 to Apr 26, 2020 (Week 17)","Washington, D.C.",-1.115596101
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Utah,-1.072050497
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",West Virginia,-1.037847772
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Vermont,-1.081998545
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Virginia,-0.856158661
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Washington,-0.980673254
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Tennessee,-0.956876136
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Texas,-0.856786022
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Wisconsin,-0.942950548
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",South Dakota,-0.810077621
"Apr 27, 2020 to May 3, 2020 (Week 18)",Vermont,-1.068792154
"Apr 27, 2020 to May 3, 2020 (Week 18)",Texas,-0.81609189
"Apr 27, 2020 to May 3, 2020 (Week 18)",Virginia,-0.839997495
"Apr 27, 2020 to May 3, 2020 (Week 18)",Washington,-0.972199505
"Apr 27, 2020 to May 3, 2020 (Week 18)",South Dakota,-0.777801893
"Apr 27, 2020 to May 3, 2020 (Week 18)",Tennessee,-0.913572548
"Apr 27, 2020 to May 3, 2020 (Week 18)",West Virginia,-1.024903018
"Apr 27, 2020 to May 3, 2020 (Week 18)",Wisconsin,-0.925209753
"Apr 27, 2020 to May 3, 2020 (Week 18)",Utah,-1.023990951
"Apr 27, 2020 to May 3, 2020 (Week 18)","Washington, D.C.",-1.117259131
"May 4, 2020 to May 10, 2020 (Week 19)",South Dakota,-0.718997325
"May 4, 2020 to May 10, 2020 (Week 19)",Washington,-0.942829002
"May 4, 2020 to May 10, 2020 (Week 19)",West Virginia,-0.994137139
"May 4, 2020 to May 10, 2020 (Week 19)",Wisconsin,-0.894874121
"May 4, 2020 to May 10, 2020 (Week 19)",Tennessee,-0.821760478
"May 4, 2020 to May 10, 2020 (Week 19)",Vermont,-1.024524742
"May 4, 2020 to May 10, 2020 (Week 19)",Texas,-0.762462195
"May 4, 2020 to May 10, 2020 (Week 19)",Virginia,-0.802761788
"May 4, 2020 to May 10, 2020 (Week 19)",Utah,-0.96797218
"May 4, 2020 to May 10, 2020 (Week 19)","Washington, D.C.",-1.13040674
"May 11, 2020 to May 17, 2020 (Week 20)",Utah,-0.951646883
"May 11, 2020 to May 17, 2020 (Week 20)",West Virginia,-0.978433298
"May 11, 2020 to May 17, 2020 (Week 20)",South Dakota,-0.714078441
"May 11, 2020 to May 17, 2020 (Week 20)",Tennessee,-0.772525817
"May 11, 2020 to May 17, 2020 (Week 20)",Vermont,-1.016920537
"May 11, 2020 to May 17, 2020 (Week 20)",Wisconsin,-0.879529806
"May 11, 2020 to May 17, 2020 (Week 20)",Washington,-0.887538977
"May 11, 2020 to May 17, 2020 (Week 20)",Texas,-0.74184121
"May 11, 2020 to May 17, 2020 (Week 20)",Virginia,-0.779904519
"May 11, 2020 to May 17, 2020 (Week 20)","Washington, D.C.",-1.144042802
"May 18, 2020 to May 24, 2020 (Week 21)",Virginia,-0.680084114
"May 18, 2020 to May 24, 2020 (Week 21)",South Dakota,-0.623264406
"May 18, 2020 to May 24, 2020 (Week 21)",West Virginia,-0.906731678
"May 18, 2020 to May 24, 2020 (Week 21)",Utah,-0.839629383
"May 18, 2020 to May 24, 2020 (Week 21)",Tennessee,-0.640883511
"May 18, 2020 to May 24, 2020 (Week 21)",Washington,-0.818377843
"May 18, 2020 to May 24, 2020 (Week 21)",Wisconsin,-0.786948969
"May 18, 2020 to May 24, 2020 (Week 21)",Vermont,-0.944640058
"May 18, 2020 to May 24, 2020 (Week 21)",Texas,-0.628865155
"May 18, 2020 to May 24, 2020 (Week 21)","Washington, D.C.",-1.08056549
"May 25, 2020 to May 31, 2020 (Week 22)",Texas,-0.573394982
"May 25, 2020 to May 31, 2020 (Week 22)",West Virginia,-0.84136343
"May 25, 2020 to May 31, 2020 (Week 22)",South Dakota,-0.583304167
"May 25, 2020 to May 31, 2020 (Week 22)","Washington, D.C.",-1.005497992
"May 25, 2020 to May 31, 2020 (Week 22)",Washington,-0.795829656
"May 25, 2020 to May 31, 2020 (Week 22)",Virginia,-0.640194596
"May 25, 2020 to May 31, 2020 (Week 22)",Wisconsin,-0.718273034
"May 25, 2020 to May 31, 2020 (Week 22)",Utah,-0.774464183
"May 25, 2020 to May 31, 2020 (Week 22)",Vermont,-0.884139186
"May 25, 2020 to May 31, 2020 (Week 22)",Tennessee,-0.566553028
"Jun 1, 2020 to Jun 7, 2020 (Week 23)","Washington, D.C.",-1.036604765
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Utah,-0.705268351
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Vermont,-0.749884305
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Washington,-0.749839702
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",West Virginia,-0.704384516
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Texas,-0.565898422
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",South Dakota,-0.590747007
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Virginia,-0.526794317
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Tennessee,-0.600041917
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Wisconsin,-0.652071099
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",South Dakota,-0.486121733
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Texas,-0.420908554
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Wisconsin,-0.493222349
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Utah,-0.525293775
"Jun 8, 2020 to Jun 14, 2020 (Week 24)","Washington, D.C.",-0.966545242
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Tennessee,-0.41639261
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",West Virginia,-0.553581465
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Virginia,-0.379260444
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Washington,-0.615897494
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Vermont,-0.579531487
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Wisconsin,-0.598857358
"Jun 15, 2020 to Jun 21, 2020 (Week 25)","Washington, D.C.",-1.030715183
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Vermont,-0.658086021
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Virginia,-0.520019935
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",West Virginia,-0.651340931
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Washington,-0.70800844
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",South Dakota,-0.580786166
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Utah,-0.624218416
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Tennessee,-0.524576695
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Texas,-0.562366326
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Utah,-0.530096909
"Jun 22, 2020 to Jun 28, 2020 (Week 26)","Washington, D.C.",-1.101003673
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",South Dakota,-0.523162236
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Vermont,-0.50224072
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Texas,-0.571979984
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Tennessee,-0.485083623
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",West Virginia,-0.577451328
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Wisconsin,-0.489090035
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Virginia,-0.43156285
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Washington,-0.63471333
"Jun 29, 2020 to Jul 5, 2020 (Week 27)","Washington, D.C.",-1.236726086
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",West Virginia,-0.785412849
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Tennessee,-0.696323979
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Wisconsin,-0.625584492
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",South Dakota,-0.625367894
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Texas,-0.672865482
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Virginia,-0.549463979
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Vermont,-0.71086984
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Washington,-0.743321293
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Utah,-0.760224771
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",Wyoming,0.00738665
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",Wyoming,0.056775425
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",Wyoming,0.10387806
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",Wyoming,0.012128282
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",Wyoming,0.134746098
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",Wyoming,0.084363982
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",Wyoming,0.001110958
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",Wyoming,-0.082005261
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",Wyoming,-0.162546003
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",Wyoming,-0.327516594
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",Wyoming,-0.688102405
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",Wyoming,-0.725854536
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",Wyoming,-0.691434759
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",Wyoming,-0.674390816
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",Wyoming,-0.702311907
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",Wyoming,-0.679197135
"Apr 27, 2020 to May 3, 2020 (Week 18)",Wyoming,-0.679768454
"May 4, 2020 to May 10, 2020 (Week 19)",Wyoming,-0.637195496
"May 11, 2020 to May 17, 2020 (Week 20)",Wyoming,-0.606963471
"May 18, 2020 to May 24, 2020 (Week 21)",Wyoming,-0.545070248
"May 25, 2020 to May 31, 2020 (Week 22)",Wyoming,-0.526780927
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",Wyoming,-0.52446437
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",Wyoming,-0.410429294
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",Wyoming,-0.449935141
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",Wyoming,-0.474321827
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",Wyoming,-0.51428781
