Year Week,Week,destination_state,Index YOY Change-Search-Hotel
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Virginia,-0.779904519
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,"Washington, D.C.",-1.144042802
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Virginia,-0.680084114
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,South Dakota,-0.623264406
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,West Virginia,-0.906731678
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Utah,-0.839629383
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Tennessee,-0.640883511
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Washington,-0.818377843
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Wisconsin,-0.786948969
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Vermont,-0.944640058
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Texas,-0.628865155
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,"Washington, D.C.",-1.08056549
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Texas,-0.573394982
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,West Virginia,-0.84136343
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,South Dakota,-0.583304167
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,"Washington, D.C.",-1.005497992
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Washington,-0.795829656
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Virginia,-0.640194596
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Wisconsin,-0.718273034
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Utah,-0.774464183
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Vermont,-0.884139186
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Tennessee,-0.566553028
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,"Washington, D.C.",-1.036604765
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Utah,-0.705268351
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Vermont,-0.749884305
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Washington,-0.749839702
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,West Virginia,-0.704384516
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Texas,-0.565898422
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,South Dakota,-0.590747007
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Virginia,-0.526794317
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Tennessee,-0.600041917
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Wisconsin,-0.652071099
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,South Dakota,-0.486121733
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Texas,-0.420908554
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Wisconsin,-0.493222349
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Utah,-0.525293775
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,"Washington, D.C.",-0.966545242
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Tennessee,-0.41639261
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,West Virginia,-0.553581465
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Virginia,-0.379260444
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Washington,-0.615897494
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Vermont,-0.579531487
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Wisconsin,-0.598857358
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,"Washington, D.C.",-1.030715183
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Vermont,-0.658086021
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Virginia,-0.520019935
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,West Virginia,-0.651340931
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Washington,-0.70800844
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,South Dakota,-0.580786166
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Utah,-0.624218416
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Tennessee,-0.524576695
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Texas,-0.562366326
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Utah,-0.530096909
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,"Washington, D.C.",-1.101003673
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,South Dakota,-0.523162236
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Vermont,-0.50224072
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Texas,-0.571979984
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Tennessee,-0.485083623
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,West Virginia,-0.577451328
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Wisconsin,-0.489090035
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Virginia,-0.43156285
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Washington,-0.63471333
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,"Washington, D.C.",-1.236726086
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,West Virginia,-0.785412849
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Tennessee,-0.696323979
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Wisconsin,-0.625584492
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,South Dakota,-0.625367894
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Texas,-0.672865482
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Virginia,-0.549463979
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Vermont,-0.71086984
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Washington,-0.743321293
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Utah,-0.760224771
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",,,
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",,,
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",,,
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",,,
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",,,
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",,,
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",,,
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",,,
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",,,
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",,,
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",,,
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",,,
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",,,
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",,,
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",,,
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",,,
"Apr 27, 2020 to May 3, 2020 (Week 18)",,,
"May 4, 2020 to May 10, 2020 (Week 19)",,,
"May 11, 2020 to May 17, 2020 (Week 20)",,,
"May 18, 2020 to May 24, 2020 (Week 21)",,,
"May 25, 2020 to May 31, 2020 (Week 22)",,,
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",,,
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",,,
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",,,
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",,,
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",,,
