Year Week,Week,destination_state,Index YOY Change-Booking-Hotel
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Louisiana,-0.007569853
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Hawaii,-0.082625641
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Maryland,-0.022671758
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Illinois,0.056369651
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Indiana,0.084810325
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Hawaii,-0.057208038
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Kentucky,0.141332142
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Iowa,0.049307591
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Maryland,0.01905726
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Maine,-0.013506321
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Idaho,0.171656673
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Kansas,0.029902023
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Louisiana,0.018009808
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Illinois,0.069360673
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Indiana,0.061341633
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Maryland,0.068242049
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Idaho,0.137735706
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Hawaii,0.088110624
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Iowa,0.034096655
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Maine,-0.099764285
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Louisiana,0.014575608
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Kansas,0.028272417
"Feb 10, 2020 to Feb 16, 2020 (Week 7)",2/10/2020,Kentucky,0.100374752
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Kentucky,0.132808345
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Hawaii,0.104866737
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Idaho,0.122968692
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Louisiana,0.08091437
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Maine,-0.052500114
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Kansas,0.089113437
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Illinois,0.056034671
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Indiana,0.047506126
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Maryland,-0.009557536
"Feb 17, 2020 to Feb 23, 2020 (Week 8)",2/17/2020,Iowa,0.023742581
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Kansas,0.005952434
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Louisiana,0.015498359
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Idaho,0.116991564
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Hawaii,0.091967026
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Maine,-0.172811139
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Indiana,-0.00271869
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Illinois,0.036605952
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Iowa,-0.021636784
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Kentucky,0.075636772
"Feb 24, 2020 to Mar 1, 2020 (Week 9)",2/24/2020,Maryland,-0.016089912
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Kansas,-0.143543889
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Kentucky,-0.039163728
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Iowa,-0.128272241
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Maine,-0.309405091
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Hawaii,-0.313356017
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Illinois,-0.09617688
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Louisiana,-0.053209664
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Maryland,-0.091662038
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Indiana,-0.098673811
"Mar 2, 2020 to Mar 8, 2020 (Week 10)",3/2/2020,Idaho,-0.004654751
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Hawaii,0.000412865
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Louisiana,-0.343544658
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Idaho,-0.226441746
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Kentucky,-0.353717893
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Kansas,-0.45952653
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Iowa,-0.478043438
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Indiana,-0.439586835
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Maine,-0.688216672
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Illinois,-0.425341056
"Mar 9, 2020 to Mar 15, 2020 (Week 11)",3/9/2020,Maryland,-0.407024514
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Kentucky,-0.792298026
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Iowa,-1.00468982
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Hawaii,-0.589675226
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Idaho,-0.708224442
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Indiana,-0.955856541
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Maine,-1.278344912
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Kansas,-0.925572777
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Maryland,-0.853947035
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Louisiana,-0.839536822
"Mar 16, 2020 to Mar 22, 2020 (Week 12)",3/16/2020,Illinois,-0.906469085
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Kentucky,-0.95151905
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Idaho,-0.821936222
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Maine,-1.356173831
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Maryland,-0.921368313
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Louisiana,-0.920358212
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Illinois,-0.985315436
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Kansas,-1.032306561
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Iowa,-1.072922634
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Hawaii,-0.660246238
"Mar 23, 2020 to Mar 29, 2020 (Week 13)",3/23/2020,Indiana,-1.012564266
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Idaho,-0.933158429
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Iowa,-1.09958665
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Indiana,-1.053444975
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Hawaii,-0.625817796
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Kansas,-1.078040162
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Louisiana,-0.947771467
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Kentucky,-0.96236985
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Maine,-1.388698967
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Maryland,-0.920852439
"Mar 30, 2020 to Apr 5, 2020 (Week 14)",3/30/2020,Illinois,-0.99138913
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Hawaii,-0.659958941
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Idaho,-0.946534826
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Maine,-1.390315468
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Louisiana,-0.955548502
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Kansas,-1.072748848
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Indiana,-1.067007473
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Maryland,-0.963147091
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Illinois,-0.998179914
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Kentucky,-0.985433135
"Apr 6, 2020 to Apr 12, 2020 (Week 15)",4/6/2020,Iowa,-1.099211438
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Hawaii,-0.5828087
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Illinois,-0.96241832
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Kansas,-1.052310229
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Idaho,-0.92971224
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Iowa,-1.071602674
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Maryland,-0.918753032
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Kentucky,-0.925646407
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Indiana,-1.018723061
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Maine,-1.337622598
"Apr 13, 2020 to Apr 19, 2020 (Week 16)",4/13/2020,Louisiana,-0.926908243
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Kansas,-1.0348886
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Maryland,-0.908272642
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Indiana,-1.011152174
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Kentucky,-0.919094809
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Idaho,-0.861058017
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Iowa,-1.053306569
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Hawaii,-0.667056059
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Illinois,-0.959202496
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Louisiana,-0.915677626
"Apr 20, 2020 to Apr 26, 2020 (Week 17)",4/20/2020,Maine,-1.33401878
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Maine,-1.321866453
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Idaho,-0.803209121
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Illinois,-0.936332284
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Kansas,-0.979491475
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Maryland,-0.883344343
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Iowa,-1.005252931
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Indiana,-0.98422251
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Louisiana,-0.889798494
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Kentucky,-0.873658155
"Apr 27, 2020 to May 3, 2020 (Week 18)",4/27/2020,Hawaii,-0.670777661
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Louisiana,-0.80186596
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Maine,-1.272524845
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Maryland,-0.835378641
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Hawaii,-0.642737727
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Indiana,-0.911358481
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Kentucky,-0.815628208
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Kansas,-0.934532266
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Idaho,-0.787047467
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Illinois,-0.9105314
"May 4, 2020 to May 10, 2020 (Week 19)",5/4/2020,Iowa,-0.964225134
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Iowa,-0.943607897
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Maine,-1.256730498
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Indiana,-0.872278461
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Maryland,-0.814028028
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Idaho,-0.758934047
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Kansas,-0.901983767
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Hawaii,-0.558533411
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Louisiana,-0.808000351
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Kentucky,-0.78979275
"May 11, 2020 to May 17, 2020 (Week 20)",5/11/2020,Illinois,-0.886869098
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Hawaii,-0.642377375
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Louisiana,-0.730438958
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Kentucky,-0.730393032
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Maine,-1.176574585
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Idaho,-0.619159417
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Kansas,-0.824590703
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Illinois,-0.836775356
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Iowa,-0.881793003
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Maryland,-0.760881357
"May 18, 2020 to May 24, 2020 (Week 21)",5/18/2020,Indiana,-0.776763896
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Idaho,-0.493416999
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Iowa,-0.791486061
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Kentucky,-0.620578019
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Kansas,-0.729513341
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Hawaii,-0.59416015
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Maine,-1.137465848
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Louisiana,-0.709266134
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Illinois,-0.801337138
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Indiana,-0.740988348
"May 25, 2020 to May 31, 2020 (Week 22)",5/25/2020,Maryland,-0.737913601
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Kentucky,-0.593625889
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Iowa,-0.732758215
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Hawaii,-0.600703574
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Idaho,-0.398249195
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Louisiana,-0.648503619
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Maine,-1.031558828
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Illinois,-0.772737063
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Kansas,-0.636074078
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Maryland,-0.673543635
"Jun 1, 2020 to Jun 7, 2020 (Week 23)",6/1/2020,Indiana,-0.696085801
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Hawaii,-0.558631936
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Maryland,-0.554435275
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Idaho,-0.258317379
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Louisiana,-0.513540213
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Kansas,-0.51717023
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Illinois,-0.641516401
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Kentucky,-0.449311505
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Iowa,-0.57696207
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Indiana,-0.531160902
"Jun 8, 2020 to Jun 14, 2020 (Week 24)",6/8/2020,Maine,-0.877652092
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Hawaii,-0.635251414
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Illinois,-0.697692351
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Kentucky,-0.598261442
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Kansas,-0.618388741
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Louisiana,-0.649460436
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Indiana,-0.619348614
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Maine,-0.896623669
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Iowa,-0.709612312
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Idaho,-0.415291822
"Jun 15, 2020 to Jun 21, 2020 (Week 25)",6/15/2020,Maryland,-0.705006916
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Maryland,-0.614138339
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Illinois,-0.641468062
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Idaho,-0.356959492
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Kentucky,-0.563018947
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Maine,-0.867386056
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Kansas,-0.561574118
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Iowa,-0.65549675
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Indiana,-0.592208134
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Louisiana,-0.640686254
"Jun 22, 2020 to Jun 28, 2020 (Week 26)",6/22/2020,Hawaii,-0.521141962
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Maryland,-0.60366652
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Maine,-0.884764085
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Kentucky,-0.549460165
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Illinois,-0.606767903
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Indiana,-0.58940378
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Idaho,-0.341666143
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Hawaii,-0.379134539
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Iowa,-0.6528483
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Kansas,-0.587628964
"Jun 29, 2020 to Jul 5, 2020 (Week 27)",6/29/2020,Louisiana,-0.617218455
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Nevada,0.002375535
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Montana,0.021424419
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Mississippi,-0.009945087
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,New Hampshire,-0.005950414
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Michigan,-0.002637185
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Massachusetts,0.000822599
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Missouri,-0.016902122
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Nebraska,-0.004679555
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,New Jersey,-0.003598472
"Jan 6, 2020 to Jan 12, 2020 (Week 2)",1/6/2020,Minnesota,-0.002485025
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,New Jersey,0.017193821
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Nebraska,-0.021352103
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Nevada,0.099761884
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Minnesota,0.056730395
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,New Hampshire,0.027306545
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Mississippi,0.120393745
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Missouri,0.086371239
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Massachusetts,0.043457274
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Michigan,0.090954244
"Jan 13, 2020 to Jan 19, 2020 (Week 3)",1/13/2020,Montana,0.147625569
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Nebraska,-0.045995996
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Montana,0.178953517
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Massachusetts,0.033389201
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Michigan,0.011547351
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Nevada,0.088075337
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Mississippi,0.053609568
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,New Jersey,0.026314
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,New Hampshire,0.062215809
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Minnesota,0.003806371
"Jan 20, 2020 to Jan 26, 2020 (Week 4)",1/20/2020,Missouri,0.027804454
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Massachusetts,0.067885263
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,New Hampshire,-0.040896789
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Missouri,-0.013599651
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Michigan,0.057096931
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Minnesota,-0.003794349
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Mississippi,0.007100628
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Montana,0.050642196
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,New Jersey,-0.004507477
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Nebraska,-0.05158055
"Jan 27, 2020 to Feb 2, 2020 (Week 5)",1/27/2020,Nevada,0.067038009
"Feb 3, 2020 to Feb 9, 2020 (Week 6)",2/3/2020,Minnesota,0.059978735
